Species	PFT
Irenodendron cupulatum	not assigned ()
Iresine angustifolia	not assigned ()
Iresine arbuscula	not assigned (tree)
Iresine diffusa	forb
Iresine discolor	forb
Iresine rotundifolia	forb
Iresine stricta	forb
Iriartea deltoidea	not assigned (tree)
Iridaceae	forb
Iris	forb
Iris aphylla	forb
Iris bracteata	forb
Iris brevicaulis	not assigned ()
Iris caucasica	forb
Iris cedreti	forb
Iris chrysophylla	forb
Iris clarkei	not assigned ()
Iris collettii	forb
Iris dichotoma	forb
Iris domestica	forb
Iris douglasiana	forb
Iris ensata	not assigned ()
Iris flavescens	not assigned ()
Iris foetidissima	forb
Iris fulva	forb
Iris germanica	forb
Iris graminea	forb
Iris hartwegii	forb
Iris humilis	not assigned ()
Iris iberica	forb
Iris innominata	forb
Iris kerneriana	forb
Iris lactea	forb
Iris laevigata	not assigned ()
Iris loczyi	forb
Iris longipetala	forb
Iris lurida	forb
Iris milesii	forb
Iris missouriensis	forb
Iris nigricans	forb
Iris ochroleuca	forb
Iris pallasii	forb
Iris pallida	not assigned ()
Iris pseudacorus	forb
Iris pumila	forb
Iris ruthenica	forb
Iris sanguinea	forb
Iris setosa	forb
Iris sibirica	forb
Iris sintenisii	forb
Iris spuria	forb
Iris squalens	not assigned ()
Iris tenax	forb
Iris tenuifolia	forb
Iris tigridia	forb
Iris tuberosa	not assigned ()
Iris unguicularis	forb
Iris variegata	forb
Iris ventricosa	forb
Iris versicolor	forb
Iris virginica	forb
Iris xiphium	not assigned ()
Irvingbaileya australis	not assigned (shrub/tree)
Irvingia excelsa	not assigned (tree)
Irvingia gabonensis	not assigned (tree)
Irvingia grandifolia	not assigned (tree)
Irvingia malayana	not assigned (tree)
Irvingia robur	not assigned (tree)
Iryanthera	not assigned ()
Iryanthera elliptica	not assigned (tree)
Iryanthera grandis	not assigned (shrub/tree)
Iryanthera hostmannii	not assigned (tree)
Iryanthera juruensis	not assigned (tree)
Iryanthera laevis	not assigned (tree)
Iryanthera lanceifolia	not assigned (tree)
Iryanthera lancifolia	not assigned (tree)
Iryanthera macrophylla	not assigned (tree)
Iryanthera olacoides	not assigned (tree)
Iryanthera paraensis	not assigned (tree)
Iryanthera polyneura	not assigned (tree)
Iryanthera sagotiana	not assigned (tree)
Iryanthera tessmannii	not assigned (shrub/tree)
Iryanthera tricornis	not assigned (tree)
Iryanthera ulei	not assigned (tree)
Isachne albens	grass
Isachne angladei	grass
Isachne angolensis	grass
Isachne angustifolia	grass
Isachne arfakensis	grass
Isachne arundinacea	grass
Isachne ascendens	grass
Isachne bicolor	grass
Isachne borii	grass
Isachne bourneorum	grass
Isachne brassii	grass
Isachne buettneri	grass
Isachne cambodiensis	grass
Isachne carolinensis	grass
Isachne chevalieri	grass
Isachne ciliaris	grass
Isachne ciliatiflora	grass
Isachne clarkei	grass
Isachne clementis	grass
Isachne cochinchinensis	grass
Isachne comata	grass
Isachne commelinifolia	grass
Isachne confusa	grass
Isachne deccanensis	grass
Isachne diabolica	grass
Isachne dimyloides	grass
Isachne dioica	grass
Isachne disperma	grass
Isachne distichophylla	grass
Isachne eberhardtii	grass
Isachne elegans	grass
Isachne fischeri	grass
Isachne globosa	grass
Isachne goiasensis	grass
Isachne gossweileri	grass
Isachne gracilis	grass
Isachne guangxiensis	grass
Isachne guineensis	grass
Isachne hainanensis	grass
Isachne henryi	grass
Isachne himalaica	grass
Isachne hoi	grass
Isachne homonyma	grass
Isachne humbertiana	grass
Isachne humicola	grass
Isachne jayachandranii	grass
Isachne kinabaluensis	grass
Isachne kiyalaensis	grass
Isachne kunthiana	grass
Isachne langkawiensis	grass
Isachne leersioides	grass
Isachne ligulata	grass
Isachne lisboae	grass
Isachne lutchuensis	grass
Isachne mauritiana	grass
Isachne meeboldii	grass
Isachne minutula	grass
Isachne multiflora	grass
Isachne muscicola	grass
Isachne myosotis	grass
Isachne mysorensis	grass
Isachne nipponensis	grass
Isachne oreades	grass
Isachne pallens	grass
Isachne pangerangensis	grass
Isachne petelotii	grass
Isachne polygonoides	grass
Isachne puberula	grass
Isachne pubescens	grass
Isachne pulchella	grass
Isachne pygmaea	grass
Isachne rigens	grass
Isachne rigidifolia	grass
Isachne salzmannii	grass
Isachne scabrosa	grass
Isachne schmidtii	grass
Isachne setosa	grass
Isachne sikkimensis	grass
Isachne smitinandiana	grass
Isachne stricta	grass
Isachne surgens	grass
Isachne swaminathanii	grass
Isachne sylvestris	grass
Isachne trachycaula	grass
Isachne truncata	grass
Isachne vaughanii	grass
Isachne veldkampii	grass
Isachne villosa	grass
Isachne vitiensis	grass
Isachne walkeri	grass
Isatis aptera	not assigned ()
Isatis armena	not assigned ()
Isatis aucheri	forb
Isatis cappadocica	not assigned ()
Isatis djurjaedae	not assigned ()
Isatis gaubae	not assigned ()
Isatis iberica	not assigned ()
Isatis kotschyana	not assigned ()
Isatis lusitanica	forb
Isatis quadrialata	forb
Isatis steveniana	not assigned ()
Isatis tinctoria	forb
Isatis zarrei	not assigned ()
Ischaemum	grass
Ischaemum afrum	grass
Ischaemum agastyamalayanum	grass
Ischaemum albovillosum	grass
Ischaemum amethystinum	grass
Ischaemum anthephoroides	grass
Ischaemum arenosum	grass
Ischaemum aristatum	grass
Ischaemum aureum	grass
Ischaemum australe	grass
Ischaemum barbatum	grass
Ischaemum beccarii	grass
Ischaemum bolei	grass
Ischaemum bombaiense	grass
Ischaemum burmanicum	grass
Ischaemum byrone	grass
Ischaemum byronis	grass
Ischaemum calicutensis	grass
Ischaemum cannanorense	grass
Ischaemum celebicum	grass
Ischaemum ciliare	grass
Ischaemum commutatum	grass
Ischaemum copeanum	grass
Ischaemum dalzellii	grass
Ischaemum decumbens	grass
Ischaemum diplopogon	grass
Ischaemum eberhardtii	grass
Ischaemum elimalayanum	grass
Ischaemum feildingianum	grass
Ischaemum flumineum	grass
Ischaemum fluviatile	grass
Ischaemum fragile	grass
Ischaemum glaucescens	grass
Ischaemum guianense	grass
Ischaemum hansenii	grass
Ischaemum heterotrichum	grass
Ischaemum hubbardii	grass
Ischaemum huegelii	grass
Ischaemum impressum	grass
Ischaemum jayachandranii	grass
Ischaemum kingii	grass
Ischaemum koenigii	grass
Ischaemum koleostachys	grass
Ischaemum kumarakodiense	grass
Ischaemum lanatum	grass
Ischaemum latifolium	grass
Ischaemum lisboae	grass
Ischaemum longisetum	grass
Ischaemum malabaricum	grass
Ischaemum merrillii	grass
Ischaemum minus	grass
Ischaemum molle	grass
Ischaemum murinum	grass
Ischaemum muticum	grass
Ischaemum nairii	grass
Ischaemum nativitatis	grass
Ischaemum pappinisseriense	grass
Ischaemum philippinense	grass
Ischaemum polystachyum	grass
Ischaemum pubescens	grass
Ischaemum pushpangadanii	grass
Ischaemum quilonense	grass
Ischaemum rangacharianum	grass
Ischaemum raui	grass
Ischaemum ritchiei	grass
Ischaemum roseotomentosum	grass
Ischaemum rugosum	grass
Ischaemum santapaui	grass
Ischaemum semisagittatum	grass
Ischaemum setaceum	grass
Ischaemum thomsonianum	grass
Ischaemum timorense	grass
Ischaemum travancorense	grass
Ischaemum triticeum	grass
Ischaemum tropicum	grass
Ischaemum tumidum	grass
Ischaemum vembanadense	grass
Ischnosiphon arouma	forb
Ischnosiphon obliquus	forb
Iseilema anthephoroides	grass
Iseilema argutum	grass
Iseilema calvum	grass
Iseilema ciliatum	grass
Iseilema convexum	grass
Iseilema dolichotrichum	grass
Iseilema eremaeum	grass
Iseilema fragile	grass
Iseilema holei	grass
Iseilema holmesii	grass
Iseilema hubbardii	grass
Iseilema macratherum	grass
Iseilema maculatum	grass
Iseilema membranaceum	grass
Iseilema minutiflorum	grass
Iseilema prostratum	grass
Iseilema schmidii	grass
Iseilema siamense	grass
Iseilema thorelii	grass
Iseilema trichopus	grass
Iseilema vaginiflorum	grass
Iseilema ventakeswarlui	grass
Iseilema windersii	grass
Isertia coccinea	not assigned (tree)
Isertia haenkeana	not assigned (tree)
Isertia hypoleuca	not assigned (shrub/tree)
Isertia laevis	not assigned ()
Isertia parviflora	not assigned ()
Isertia rosea	not assigned (tree)
Isertia spiciformis	not assigned ()
Isoberlinia angolensis	not assigned (tree)
Isoberlinia doka	not assigned (tree)
Isoberlinia scheffieri	not assigned (legume?)
Isoberlinia scheffleri	not assigned
Isoberlinia tomentosa	not assigned (legume?)
Isochilus chiriquensis	forb
Isocoma acradenia	not assigned
Isocoma drummondii	not assigned ()
Isocoma menziesii	not assigned ()
Isocoma tenuisecta	not assigned ()
Isocoma veneta	not assigned
Isodon inflexus	not assigned ()
Isodon rugosus	not assigned ()
Isoetes	forb
Isoetes aequinoctialis	forb
Isoetes alpina	forb
Isoetes alstonii	forb
Isoetes echinospora	not assigned (fern)
Isoetes lacustris	forb
Isoetes riparia	forb
Isoetes schweinfurthii	forb
Isoetopsis graminifolia	forb
Isoglossa ciliata	forb
Isoglossa lactea	forb
Isoglossa punctata	forb
Isolepis aucklandica	grass
Isolepis carinata	grass
Isolepis cernua	grass
Isolepis crassiuscula	grass
Isolepis fluitans	grass
Isolepis hystrix	grass
Isolepis inundata	grass
Isolepis marginata	grass
Isolepis montivaga	grass
Isolepis prolifera	grass
Isolepis reticularis	grass
Isolepis setacea	grass
Isolepis stellata	grass
Isolepis subtilissima	grass
Isolona campanulata	not assigned ()
Isolona congolana	not assigned (tree)
Isolona thonneri	not assigned (tree)
Isonandra lanceolata	not assigned (tree)
Isonema smeathmannii	not assigned ()
Isopogon anemonifolius	not assigned
Isopogon anethifolius	not assigned (shrub)
Isopogon attenuatus	not assigned (shrub)
Isopogon buxifolius	not assigned (shrub)
Isopogon ceratophyllus	not assigned (shrub)
Isopogon cuneatus	not assigned (shrub)
Isopogon dawsonii	not assigned (shrub)
Isopogon divergens	not assigned (shrub)
Isopogon fletcheri	not assigned ()
Isopogon formosus	not assigned (shrub)
Isopogon latifolius	not assigned (shrub)
Isopogon petiolaris	not assigned (shrub)
Isopogon prostratus	not assigned ()
Isopogon tridens	not assigned ()
Isopogon trilobus	not assigned (shrub)
Isopyrum anemonoides	forb
Isopyrum thalictroides	forb
Isostigma	not assigned ()
Isostigma acaule	not assigned ()
Isostigma brasiliense	not assigned ()
Isostigma peucedanifolium	not assigned ()
Isostigma scorzonerifolium	not assigned ()
Isotoma fluviatilis	not assigned ()
Isotoma hypocrateriformis	forb
Isotoma pusilla	not assigned ()
Isotoma scapigera	not assigned ()
Isotrema arborea	not assigned ()
Isotrema californicum	not assigned ()
Isotrema griffithii	not assigned ()
Isotrema kaempferi	not assigned ()
Isotrema kunmingense	not assigned ()
Isotrema liukiuense	not assigned ()
Isotrema macrophyllum	not assigned ()
Isotrema manshuriense	not assigned ()
Isotrema tomentosum	not assigned ()
Isotropis atropurpurea	not assigned (legume?)
Isotropis cuneifolia	not assigned (herb/shrub)
Ita̼ba preta	not assigned (tree)
Itea chinensis	not assigned (shrub)
Itea oldhamii	not assigned ()
Itea rhamnoides	not assigned (shrub)
Itea virginica	not assigned (shrub)
Itoa stapfii	not assigned ()
Iva annua	not assigned ()
Iva axillaris	forb
Iva frutescens	not assigned (herb/shrub)
Ixanthus viscosus	not assigned ()
Ixerba brexioides	not assigned ()
Ixeris chinensis	forb
Ixeris repens	forb
Ixia dubia	forb
Ixia maculata	forb
Ixia scillaris	forb
Ixiochlamys cuneifolia	not assigned ()
Ixiochlamys filicifolia	not assigned ()
Ixiolaena chloroleuca	not assigned ()
Ixiolirion tataricum	not assigned ()
Ixodia achillaeoides	not assigned ()
Ixonanthes icosandra	not assigned ()
Ixonanthes petiolaris	not assigned (shrub/tree)
Ixonanthes reticulata	not assigned
Ixophorus unisetus	grass
Ixora	not assigned ()
Ixora acuminatissima	not assigned ()
Ixora alba	not assigned (shrub)
Ixora beckleri	not assigned (tree)
Ixora biflora	not assigned (shrub)
Ixora blumei	not assigned ()
Ixora brachypoda	not assigned (tree)
Ixora coccinea	not assigned (shrub)
Ixora congesta	not assigned (shrub)
Ixora ferrea	not assigned (tree)
Ixora floribunda	not assigned ()
Ixora gardneriana	not assigned ()
Ixora grandifolia	not assigned ()
Ixora javanica	not assigned ()
Ixora killipii	not assigned (tree)
Ixora laxiflora	not assigned ()
Ixora lobbii	not assigned (shrub/tree)
Ixora makassarica	not assigned ()
Ixora nicaraguensis	not assigned (tree)
Ixora opaca	not assigned ()
Ixora panurensis	not assigned ()
Ixora parviflora	not assigned ()
Ixora pavetta	not assigned ()
Ixora pendula	not assigned ()
Ixora peruviana	not assigned (tree)
Ixora simalurensis	not assigned ()
Ixora sparsifolia	not assigned (shrub)
Jacaranda	not assigned (tree)
Jacaranda acutifolia	not assigned (tree)
Jacaranda arborea	not assigned ()
Jacaranda brasiliana	not assigned (tree)
Jacaranda caerulea	not assigned ()
Jacaranda caroba	not assigned ()
Jacaranda caucana	not assigned (tree)
Jacaranda copaia	not assigned (tree)
Jacaranda cuspidifolia	not assigned ()
Jacaranda decurrens	not assigned (tree)
Jacaranda glabra	not assigned (tree)
Jacaranda hesperia	not assigned (tree)
Jacaranda macrocarpa	not assigned (tree)
Jacaranda micrantha	not assigned (tree)
Jacaranda mimosifolia	not assigned (tree)
Jacaranda obtusifolia	not assigned (tree)
Jacaranda poitaei	not assigned ()
Jacaranda puberula	not assigned
Jacaranda ulei	not assigned (tree)
Jacaratia corumbensis	not assigned ()
Jacaratia digitata	not assigned (tree)
Jacaratia dolichaula	not assigned (tree)
Jacaratia mexicana	not assigned ()
Jacaratia spinosa	not assigned
Jackiopsis ornata	not assigned ()
Jacksonia compressa	not assigned (legume?)
Jacksonia cupulifera	not assigned (legume?)
Jacksonia dilatata	not assigned (shrub)
Jacksonia floribunda	not assigned (shrub)
Jacksonia furcellata	not assigned (shrub)
Jacksonia racemosa	not assigned (legume?)
Jacksonia scoparia	not assigned (legume?)
Jacksonia spinosa	not assigned (legume?)
Jacksonia stackhousei	not assigned (legume?)
Jacksonia sternbergiana	not assigned (legume?)
Jacksonia thesioides	not assigned (shrub)
Jacobaea	forb
Jacobaea ambracea	not assigned ()
Jacobaea cannabifolia	forb
Jacobaea erucifolia	not assigned ()
Jacobaea maritima	not assigned ()
Jacobaea paludosa	forb
Jacquemontia browniana	not assigned (herb/shrub)
Jacquemontia cumanensis	not assigned ()
Jacquemontia densiflora	not assigned ()
Jacquemontia evolvuloides	not assigned ()
Jacquemontia gabrielii	not assigned ()
Jacquemontia martii	not assigned ()
Jacquemontia ovalifolia	forb
Jacquemontia paniculata	forb
Jacquemontia pentanthos	not assigned ()
Jacquemontia tamnifolia	forb
Jacquemontia velutina	not assigned ()
Jacquinia arborea	not assigned ()
Jacquinia armillaris	not assigned
Jacquinia berteroi	not assigned ()
Jacquinia keyensis	not assigned ()
Jaegeria hirta	not assigned ()
Jaeschkea oligosperma	not assigned ()
Jagera pseudorhus	not assigned (tree)
Jaltomata procumbens	not assigned ()
Jamesbrittenia	forb
Jamesbrittenia atropurpurea	not assigned ()
Jamesbrittenia aurantiaca	not assigned (herb/shrub)
Jamesbrittenia barbata	not assigned ()
Jamesbrittenia burkeana	not assigned
Jamesbrittenia carvalhoi	not assigned (shrub)
Jamesbrittenia elegantissima	not assigned (herb/shrub)
Jamesbrittenia fodina	not assigned (herb/shrub)
Jamesbrittenia fragilis	not assigned ()
Jamesbrittenia glutinosa	not assigned ()
Jamesbrittenia grandiflora	not assigned ()
Jamesbrittenia hereroensis	not assigned ()
Jamesbrittenia huillana	not assigned (shrub)
Jamesbrittenia macrantha	not assigned ()
Jamesbrittenia maxii	not assigned ()
Jamesbrittenia merxmuelleri	not assigned ()
Jamesbrittenia primuliflora	not assigned ()
Jamesbrittenia tenuifolia	not assigned ()
Jamesia americana	not assigned (shrub)
Jansenella griffithiana	grass
Janusia guaranitica	not assigned ()
Jarava filifolia	grass
Jarava ichu	grass
Jasione crispa	not assigned ()
Jasione heldreichii	not assigned ()
Jasione laevis	forb
Jasione montana	forb
Jasminum abyssinicum	not assigned ()
Jasminum amoenum	not assigned ()
Jasminum angulare	not assigned ()
Jasminum angustifolium	not assigned ()
Jasminum azoricum	not assigned ()
Jasminum bakeri	not assigned ()
Jasminum beesianum	not assigned ()
Jasminum brachyscyphum	not assigned (shrub/tree)
Jasminum breviflorum	not assigned (shrub)
Jasminum brevilobum	not assigned ()
Jasminum crassifolium	not assigned ()
Jasminum dallachyi	not assigned ()
Jasminum dichotomum	not assigned (shrub)
Jasminum didymum	not assigned
Jasminum domatiigerum	not assigned ()
Jasminum elegans	not assigned ()
Jasminum fluminense	not assigned ()
Jasminum grandiflorum	not assigned ()
Jasminum kajewskii	not assigned ()
Jasminum lanceolaria	not assigned ()
Jasminum meyeri-johannis	not assigned (shrub)
Jasminum molle	not assigned ()
Jasminum multiflorum	not assigned ()
Jasminum multipartitum	not assigned (shrub)
Jasminum nudiflorum	not assigned ()
Jasminum officinale	not assigned ()
Jasminum pauciflorum	not assigned ()
Jasminum puberulum	not assigned ()
Jasminum ritchiei	not assigned ()
Jasminum sambac	not assigned ()
Jasminum schimperi	not assigned (shrub)
Jasminum simplicifolium	not assigned ()
Jasminum stenolobum	not assigned (shrub)
Jasminum streptopus	not assigned (shrub)
Jasminum urophyllum	not assigned ()
Jasonia tuberosa	forb
Jateorhiza palmata	not assigned ()
Jatropha baumii	forb
Jatropha botswanica	forb
Jatropha campestris	not assigned (herb/shrub)
Jatropha cardiophylla	not assigned ()
Jatropha cinerea	not assigned (shrub)
Jatropha cordata	not assigned (tree)
Jatropha curcas	not assigned (shrub)
Jatropha dhofarica	not assigned ()
Jatropha dioica	not assigned (herb/shrub)
Jatropha divaricata	not assigned (tree)
Jatropha erythropoda	forb
Jatropha gaumeri	not assigned (tree)
Jatropha gossypiifolia	not assigned
Jatropha hirsuta	forb
Jatropha integerrima	not assigned
Jatropha latifolia	forb
Jatropha loristipula	forb
Jatropha macrophylla	forb
Jatropha macrorhiza	forb
Jatropha mahafalensis	not assigned ()
Jatropha monroi	forb
Jatropha multifida	not assigned (shrub)
Jatropha natalensis	not assigned ()
Jatropha orangeana	not assigned ()
Jatropha pachyrrhiza	forb
Jatropha podagrica	not assigned (shrub)
Jatropha prunifolia	not assigned (herb/shrub)
Jatropha scaposa	forb
Jatropha schlechteri	forb
Jatropha schweinfurthii	forb
Jatropha seineri	not assigned (shrub)
Jatropha spicata	not assigned (shrub)
Jatropha subaequiloba	not assigned (shrub)
Jatropha variifolia	not assigned (shrub)
Jatropha zeyheri	forb
Jatrorhiza	not assigned ()
Jaumea carnosa	forb
Jefea pringlei	not assigned ()
Jeffersonia diphylla	forb
Jeffreycia usambarensis	not assigned ()
Jeffreycia zanzibarensis	not assigned ()
Jenipa conjuta	not assigned ()
Jepsonia heterandra	forb
Jessea multivenia	forb
Jessenia vatua	not assigned (tree)
Joannesia heveoides	not assigned (tree)
Joannesia princeps	not assigned (tree)
Jodina rhombifolia	not assigned
Johnstonella angustifolia	forb
Johnstonella micromeres	not assigned ()
Johrenia dichotoma	forb
Joinvillea ascendens	not assigned ()
Jordaaniella cuprea	forb
Jordaaniella dubia	forb
Jordaaniella spongiosa	forb
Jouvea pilosa	grass
Jouvea straminea	grass
Jovellana sinclairii	not assigned ()
Juanulloa mexicana	not assigned ()
Jubaea chilensis	not assigned
Jubelina rosea	not assigned ()
Juglans ailantifolia	not assigned (tree)
Juglans australis	not assigned (tree)
Juglans californica	not assigned (tree)
Juglans cinerea	not assigned (tree)
Juglans hindsii	not assigned (tree)
Juglans major	not assigned (tree)
Juglans mandshurica	not assigned (tree)
Juglans microcarpa	not assigned (shrub/tree)
Juglans neotropica	not assigned (tree)
Juglans nigra	not assigned (tree)
Juglans olanchana	not assigned (tree)
Juglans regia	not assigned (tree)
Julbernardia brieyi	not assigned (legume?)
Julbernardia globiflora	not assigned (tree)
Julbernardia paniculata	not assigned (legume?)
Julbernardia pellegriniana	not assigned (legume?)
Julbernardia seretii	not assigned (tree)
Jumellea arachnantha	forb
Jumellea usambarensis	forb
Jumellea walleri	forb
Juncus	grass
Juncus acuminatus	grass
Juncus acutiflorus	grass
Juncus acutus	grass
Juncus alexandri	grass
Juncus alpinoarticulatus	grass
Juncus alpinus	grass
Juncus amabilis	grass
Juncus anceps	grass
Juncus antarcticus	grass
Juncus arcticus	grass
Juncus aridicola	grass
Juncus articulatus	grass
Juncus astreptus	grass
Juncus atratus	grass
Juncus australis	grass
Juncus balticus	grass
Juncus bassianus	grass
Juncus biflorus	grass
Juncus biglumis	grass
Juncus bolanderi	grass
Juncus brachycarpus	grass
Juncus brachycephalus	grass
Juncus brevicaudatus	grass
Juncus breweri	grass
Juncus brueggeri	grass
Juncus bufonius	grass
Juncus bulbosus	grass
Juncus caespiticius	grass
Juncus canadensis	grass
Juncus capillaceus	grass
Juncus capitatus	grass
Juncus castaneus	grass
Juncus compressus	grass
Juncus confusus	grass
Juncus conglomeratus	grass
Juncus continuus	grass
Juncus cooperi	grass
Juncus coriaceus	grass
Juncus curtisiae	grass
Juncus dichotomus	grass
Juncus diffusus	grass
Juncus drummondii	grass
Juncus dudleyi	grass
Juncus edgariae	grass
Juncus effusus	grass
Juncus ensifolius	grass
Juncus exsertus	grass
Juncus falcatus	grass
Juncus filicaulis	grass
Juncus filiformis	grass
Juncus fockei	grass
Juncus foliosus	grass
Juncus fontanesii	grass
Juncus gerardi	grass
Juncus gracilicaulis	grass
Juncus greenei	grass
Juncus holoschoenus	grass
Juncus homalocaulis	grass
Juncus inflexus	grass
Juncus ingens	grass
Juncus interior	grass
Juncus jacquinii	grass
Juncus kraussii	grass
Juncus lesueurii	grass
Juncus lomatophyllus	grass
Juncus longistylis	grass
Juncus marginatus	grass
Juncus maritimus	grass
Juncus megacephalus	grass
Juncus mertensianus	grass
Juncus microcephalus	grass
Juncus militaris	grass
Juncus minutulus	grass
Juncus monanthos	grass
Juncus multiflorus	grass
Juncus nevadensis	grass
Juncus nodosus	grass
Juncus occidentalis	grass
Juncus orthophyllus	grass
Juncus oxycarpus	grass
Juncus oxymeris	grass
Juncus pallescens	grass
Juncus pallidus	grass
Juncus parryi	grass
Juncus patens	grass
Juncus pauciflorus	grass
Juncus pelocarpus	grass
Juncus phaeocephalus	grass
Juncus planifolius	grass
Juncus pratensis	grass
Juncus prismatocarpus	grass
Juncus procerus	grass
Juncus pygmaeus	grass
Juncus radula	grass
Juncus ranarius	grass
Juncus remotiflorus	grass
Juncus repens	grass
Juncus rigidus	grass
Juncus roemerianus	grass
Juncus sarophorus	grass
Juncus scheuchzerioides	grass
Juncus scirpoides	grass
Juncus secundus	grass
Juncus setchuensis	grass
Juncus sphaerocarpus	grass
Juncus squarrosus	grass
Juncus stygius	grass
Juncus subcaudatus	grass
Juncus subnodulosus	grass
Juncus subsecundus	grass
Juncus tenageia	grass
Juncus tenuis	grass
Juncus torreyi	grass
Juncus triglumis	grass
Juncus uncialis	grass
Juncus uruguensis	grass
Juncus usitatus	grass
Juncus vaginatus	grass
Juncus validus	grass
Juncus xiphioides	grass
Junellia erinacea	not assigned (shrub)
Junellia hookeriana	not assigned (shrub)
Junellia micrantha	not assigned ()
Junellia pseudojuncea	forb
Junellia seriphioides	not assigned (shrub)
Junellia succulentifolia	not assigned (shrub)
Junellia thymifolia	not assigned (shrub)
Junellia tridactylites	not assigned (shrub)
Jungia revoluta	not assigned ()
Juniperus	not assigned
Juniperus ashei	not assigned (shrub/tree)
Juniperus barbadensis	not assigned (tree)
Juniperus bermudiana	not assigned (tree)
Juniperus brevifolia	not assigned (shrub/tree)
Juniperus californica	not assigned (shrub/tree)
Juniperus cedrus	not assigned (tree)
Juniperus chinensis	not assigned
Juniperus coahuilensis	not assigned (shrub/tree)
Juniperus communis	not assigned
Juniperus deppeana	not assigned
Juniperus drupacea	not assigned (tree)
Juniperus excelsa	not assigned (tree)
Juniperus flaccida	not assigned (shrub/tree)
Juniperus foetidissima	not assigned (tree)
Juniperus formosana	not assigned (shrub/tree)
Juniperus gracilior	not assigned (shrub/tree)
Juniperus horizontalis	not assigned (shrub)
Juniperus indica	not assigned (shrub)
Juniperus mexicana	not assigned (tree)
Juniperus monosperma	not assigned (shrub/tree)
Juniperus occidentalis	not assigned (tree)
Juniperus osteosperma	not assigned (tree)
Juniperus oxycedrus	not assigned
Juniperus phoenicea	not assigned (shrub/tree)
Juniperus pinchotii	not assigned (shrub/tree)
Juniperus procera	not assigned (tree)
Juniperus procumbens	not assigned (shrub)
Juniperus recurva	not assigned
Juniperus rigida	not assigned
Juniperus sabina	not assigned
Juniperus saltuaria	not assigned (tree)
Juniperus scopulorum	not assigned (tree)
Juniperus squamata	not assigned (shrub/tree)
Juniperus taxifolia	not assigned (shrub/tree)
Juniperus thurifera	not assigned (shrub/tree)
Juniperus tibetica	not assigned (shrub/tree)
Juniperus virginiana	not assigned
Jupunba adenophora	not assigned
Jupunba alexandri	not assigned (legume?)
Jupunba barbouriana	not assigned
Jupunba brachystachya	not assigned (shrub/tree)
Jupunba curvicarpa	not assigned (tree)
Jupunba laeta	not assigned (tree)
Jupunba langsdorffii	not assigned (legume?)
Jupunba macradenia	not assigned
Jupunba mataybifolia	not assigned (tree)
Jupunba piresii	not assigned (tree)
Jupunba trapezifolia	not assigned
Jurinea albicaulis	not assigned ()
Jurinea blanda	not assigned ()
Jurinea consanguinea	forb
Jurinea cyanoides	forb
Jurinea macrocephala	not assigned ()
Jurinea mollis	forb
Justicia adhatoda	not assigned (shrub)
Justicia betonica	not assigned (shrub)
Justicia brasiliana	not assigned (shrub)
Justicia californica	not assigned (shrub)
Justicia cuneata	not assigned (shrub)
Justicia graciliflora	not assigned (shrub)
Justicia hygrophiloides	not assigned ()
Justicia hyssopifolia	not assigned (shrub)
Justicia sanchezioides	not assigned (shrub)
Justicia squarrosa	forb
Justicia tweediana	not assigned (shrub)
Juttadinteria albata	not assigned (shrub)
Juttadinteria attenuata	not assigned (shrub)
Juttadinteria ausensis	not assigned (shrub)
Juttadinteria deserticola	not assigned (shrub)
Juttadinteria simpsonii	not assigned (shrub)
Kabuyea hostifolia	forb
Kadenia dubia	forb
Kadsura coccinea	not assigned ()
Kadsura heteroclita	not assigned ()
Kadsura japonica	not assigned ()
Kadsura longipedunculata	not assigned ()
Kadsura oblongifolia	not assigned ()
Kadua acuminata	not assigned (shrub)
Kadua affinis	not assigned ()
Kadua centranthoides	not assigned (shrub)
Kadua degeneri	not assigned ()
Kadua flynnii	not assigned ()
Kadua munroi	not assigned (shrub/tree)
Kadua parvula	not assigned ()
Kageneckia angustifolia	not assigned (shrub)
Kageneckia lanceolata	not assigned ()
Kageneckia oblonga	not assigned (tree)
Kalanchoe	forb
Kalanchoe arborescens	not assigned ()
Kalanchoe beauverdii	not assigned ()
Kalanchoe beharensis	not assigned ()
Kalanchoe bipartita	not assigned ()
Kalanchoe blossfeldiana	not assigned (shrub)
Kalanchoe boranae	not assigned ()
Kalanchoe brachyloba	forb
Kalanchoe bracteata	not assigned ()
Kalanchoe citrina	not assigned ()
Kalanchoe crenata	forb
Kalanchoe daigremontiana	forb
Kalanchoe delagoensis	forb
Kalanchoe densiflora	not assigned ()
Kalanchoe dyeri	forb
Kalanchoe elizae	forb
Kalanchoe fernandesii	forb
Kalanchoe gastonis-bonnieri	not assigned ()
Kalanchoe glaucescens	not assigned ()
Kalanchoe grandidieri	not assigned ()
Kalanchoe hametorum	forb
Kalanchoe hildebrandtii	not assigned ()
Kalanchoe humilis	forb
Kalanchoe laciniata	forb
Kalanchoe lanceolata	forb
Kalanchoe lateritia	forb
Kalanchoe latisepala	not assigned (herb/shrub)
Kalanchoe leblancae	forb
Kalanchoe linearifolia	not assigned ()
Kalanchoe lobata	forb
Kalanchoe luciae	forb
Kalanchoe miniata	forb
Kalanchoe mitejea	not assigned ()
Kalanchoe neglecta	not assigned ()
